new_method_p_layer_circuit_384,new_method_censored_circuit_384,old_gray_trotter_method
46.04021991396043,47.905332825273995,54.03186234012857
45.20247667236576,46.66327516381089,52.767324487331656
44.1761159856353,45.2904180257539,52.56916490965038
43.167069399764316,44.74139684019243,51.706414987397565
41.989132825346275,43.98158506655433,51.796046892928715
41.24836940616825,43.38987693575426,50.755609141268806
40.408731415270424,42.423568611331945,50.05574386747006
39.90783945604664,41.66378574970783,49.814686354826804
39.45174751385984,40.719707686611066,49.21568354460159
39.173643708267896,40.12759727914134,48.803821879087835
38.539967358370106,39.709758490250124,48.000528667013256
37.957718630693,39.09023094865817,47.67310126084625
37.31495573995049,38.66740765496415,47.010492050409866
37.01091795937412,37.88568784139021,46.18934722260244
36.73866489279002,37.589040425010865,45.73918800112884
36.498115694393626,37.34491627707899,45.19104232015024
36.22517366321426,37.00464775750415,44.44435432636733
35.6676291850992,36.620417241405505,44.018787157437
35.4686425916296,35.86250603689156,43.43895577398926
34.68702421844171,35.64214951491034,43.13447103876648
34.570506134264505,35.42160265263561,42.996887991808045
34.39011174896164,35.10619030821654,42.68986728395153
34.02677341201066,34.67468484905439,42.365316226971174
33.83653243869699,34.345249204353465,41.917546954524774
33.6680056936827,33.890273535513415,41.28202908623963
33.54424314394569,33.55987750590913,40.700746610460385
33.30563111986324,33.25620343383267,40.525620132616865
32.91087716654097,33.107253624606955,40.28348646386881
32.925256247208225,32.90241659456135,40.13281706555752
32.88975775045397,32.62820256245567,39.79484594744814
32.785589406449446,32.541097019893385,39.8165674204686
32.60628012420123,32.478257914544066,39.46957303541968
32.55667109630284,32.23006745605685,39.31911478326098
32.595468773559716,32.01701866442702,39.12545190359458
32.32959192315215,32.052040235194006,39.21277905885875
32.315358811715555,31.99194379452131,39.061479912763154
31.96254839666131,32.036614358285995,38.977212702864946
31.98670123472836,32.01892798952902,38.71845409115029
31.90723080477136,31.735614720636203,38.856702829470535
31.81033119507486,31.924960918981263,38.710645486951925
31.410763193746725,31.85038839129046,38.81463816759516
31.405102776913576,31.887134650042206,38.63008110082324
31.379386646540077,31.84772703051466,38.566936145177095
31.291885470785864,31.87276276849648,38.60548441708149
31.252930773885407,31.84104885537685,38.65445129196142
31.21534260142078,31.781431223225486,38.49837159984831
31.26973602709222,31.72057281327547,38.68015721431865
31.29052951515976,31.708072071369664,38.647142995314205
31.2557923614253,31.78489834104093,38.65539744772548
31.241645188673584,31.799437062423824,38.613134776042486
31.294516397131485,31.72943292909755,38.646102040582335
31.296516682142112,31.61290532665073,38.63883639205752
31.346243044371136,31.836720277684567,38.6919994633099
31.191229310816247,31.805347104481665,38.625334819859866
30.98320949482771,31.564759940455314,38.62582311351194
31.168235953102243,31.716542553323592,38.518095833258016
31.14175297440996,31.764055984495723,38.53758956198324
31.085546738798264,31.802451592865868,38.68581522874672
31.143930796503355,31.589911753454572,38.56403652305144
31.037902867625764,31.816486065440568,38.59209407181889
31.276519665760446,31.628075998572143,38.50790611955618
31.233518345480014,31.672772634191876,38.68205984816769
31.233548887611903,31.78763596260586,38.631664168787175
31.043432415490308,31.78945337543248,38.70836450283663
31.27822859581778,31.774893328502742,38.585965829134025
31.114155582792318,31.714508753696684,38.65255996543762
31.061910377524377,31.763297398915494,38.63792946029477
31.246275633576147,31.79947452673175,38.76564336782292
31.123395899501002,31.72637217748794,38.72383908125882
31.125822651254783,31.847516169407804,38.55460497629818
31.22878025121803,31.76669225828882,38.65314883524549
31.182306608363735,31.7519558319638,38.67470267121401
31.287420807225693,31.85807232133653,38.69889916025487
31.122092182392436,31.941620362899734,38.793956573398745
31.123170745944254,31.798863792345383,38.71623792451091
31.134457956812696,31.842581331270754,38.73460042501137
31.213809920510233,31.795811642086147,38.7153249981644
31.06417238169771,31.798562874860476,38.66983059259234
31.125772390612774,31.913646911964214,38.68581427232779
31.15592446455476,31.88457281313516,38.734207241405485
31.196203220629076,31.86069040853136,38.664239660622
31.2080855859194,31.86801391603762,38.79899457544859
31.088568258483264,31.88735698312284,38.723189794528636
31.250273868826707,31.843739286730205,38.68694541666346
31.25484226793036,31.863902904929198,38.62964319559758
31.1993066892135,31.83533957183161,38.66515999648372
31.19575139774887,31.868980035854683,38.57821534642551
31.259241756203817,31.854277051696066,38.69570235117392
31.220332515868257,31.886633088402107,38.712157091570965
31.260598731850884,31.892475329161122,38.67752396839095
31.237744880688638,31.85673886786436,38.60191487220714
31.24538525516301,31.90929820736797,38.61730390591401
31.252009093181464,31.89220722842402,38.626911454578085
31.207272942438596,31.91466851522882,38.6405146463198
31.20918276828873,31.872873324843503,38.656465505017216
31.2520960156576,31.925415061939105,38.64347765883813
31.236316357037037,31.905446773135036,38.675832636095485
31.253618083312837,31.903342606468374,38.6897419882376
31.259434024848208,31.89882177313504,38.664218869115345
31.253004369141216,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
31.252420427535377,31.914134273135033,38.656549067652435
