new_method_p_layer_circuit_64,new_method_censored_circuit_64
47.888198757764044,47.47826086956523
48.049689440993774,44.77018633540375
42.72049689440991,45.0310559006212
46.70807453416148,45.87577639751545
48.34782608695654,47.118012422360245
46.43478260869567,46.708074534161504
43.52795031055901,49.66459627329194
49.37888198757765,43.65217391304353
50.0,43.5776397515528
45.565217391304415,47.751552795031074
44.54658385093173,46.14906832298136
45.06832298136645,43.80124223602486
46.720496894409976,46.372670807453446
44.211180124223645,45.329192546583855
47.92546583850934,44.11180124223604
45.118012422360266,44.93167701863352
43.72670807453416,48.5590062111801
46.91925465838509,43.93788819875779
43.73913043478264,46.60869565217389
49.03105590062111,45.440993788819824
43.99999999999997,42.93167701863354
44.67080745341612,48.186335403726744
44.22360248447204,46.86956521739132
43.5776397515528,47.329192546583855
42.44720496894408,43.0807453416149
44.44720496894408,48.795031055900665
45.018633540372655,42.67080745341618
48.95652173913045,44.40993788819871
44.42236024844721,45.354037267080784
43.86335403726711,45.35403726708071
46.57142857142853,43.366459627329235
43.54037267080746,44.683229813664596
45.13043478260872,50.0745341614907
46.22360248447202,47.78881987577639
45.8136645962733,47.60248447204969
44.96894409937886,45.552795031055936
42.31055900621119,43.90062111801241
45.35403726708074,43.2670807453416
46.98136645962738,45.527950310558964
46.53416149068323,44.36024844720492
41.279503105590074,44.68322981366462
45.57763975155278,48.23602484472045
44.67080745341616,43.962732919254655
43.52795031055901,43.80124223602482
45.46583850931674,44.03726708074534
42.8944099378882,43.37888198757764
43.99999999999997,43.15527950310558
44.186335403726694,46.02484472049688
44.24844720496897,45.850931677018636
44.22360248447206,44.53416149068325
42.608695652173935,46.2608695652174
43.90062111801238,40.83229813664593
42.48447204968944,45.83850931677023
45.49068322981373,46.372670807453375
44.919254658385064,46.95652173913045
42.62111801242234,42.68322981366457
44.13664596273292,42.2111801242236
41.92546583850931,44.186335403726716
41.50310559006205,47.10559006211186
43.83850931677018,42.03726708074535
42.43478260869571,43.97515527950313
43.04347826086954,44.29813664596269
40.74534161490681,45.60248447204969
45.0062111801242,42.819875776397545
42.64596273291925,42.37267080745346
45.30434782608697,44.919254658385135
40.43478260869566,43.565217391304365
42.27329192546585,47.49068322981367
43.316770186335354,47.56521739130435
45.35403726708076,41.57763975155282
44.1987577639751,46.062111801242246
38.968944099378874,46.906832298136635
42.68322981366461,43.15527950310558
39.19254658385092,43.30434782608701
42.53416149068321,47.06832298136641
43.41614906832301,44.31055900621119
41.22981366459626,46.31055900621119
44.90683229813668,41.57763975155275
41.21739130434781,43.130434782608674
40.34782608695653,45.04347826086956
43.018633540372605,45.155279503105604
39.975155279503106,41.20496894409938
43.80124223602488,42.807453416149066
40.96894409937888,43.043478260869584
42.32298136645964,39.577639751552816
40.944099378882015,45.006211180124225
39.27950310559003,44.40993788819871
40.944099378881994,43.204968944099356
40.90683229813661,44.881987577639705
38.69565217391302,44.919254658385114
40.63354037267077,43.78881987577643
39.80124223602486,42.298136645962735
42.45962732919253,42.099378881987604
40.80745341614909,42.48447204968944
41.30434782608696,46.683229813664596
37.37888198757764,46.78260869565216
39.031055900621084,45.850931677018636
42.98136645962731,42.80745341614911
39.62732919254659,42.881987577639705
42.73291925465836,42.12422360248451
41.44099378881987,40.509316770186345
35.4658385093168,41.86335403726711
37.76397515527952,43.552795031055865
41.341614906832305,43.552795031055936
35.83850931677019,39.5900621118012
35.24223602484471,44.509316770186324
38.32298136645957,41.776397515527954
37.5900621118012,40.90683229813663
40.919254658385064,42.99378881987577
37.36645962732914,42.2236024844721
37.16770186335403,41.78881987577636
34.21118012422364,43.86335403726711
35.552795031055865,40.55900621118012
37.78881987577638,43.61490683229812
36.98136645962735,39.10559006211179
38.34782608695648,42.3354037267081
35.155279503105554,42.298136645962735
34.18633540372673,40.89440993788822
36.50931677018636,46.88198757763975
37.031055900621126,42.198757763975124
35.05590062111803,37.62732919254659
40.07453416149065,40.90683229813663
33.950310559006255,42.819875776397545
33.88819875776399,38.3975155279503
33.31677018633539,44.062111801242246
35.76397515527952,41.664596273291956
37.72670807453417,42.68322981366459
31.950310559006212,37.70186335403727
34.79503105590061,41.3540372670808
33.490683229813676,41.92546583850929
31.85093167701862,40.36024844720498
32.149068322981364,39.13043478260878
30.881987577639734,41.55279503105591
32.42236024844718,39.5155279503105
32.31055900621121,37.71428571428572
29.602484472049674,41.40372670807453
34.69565217391302,39.08074534161494
30.621118012422354,40.111801242236034
30.745341614906806,40.397515527950276
30.596273291925424,37.267080745341616
29.22981366459627,40.26086956521737
28.02484472049691,40.322981366459665
30.111801242236048,40.720496894409905
31.118012422360273,36.68322981366461
30.31055900621118,38.62111801242234
27.639751552795012,33.67701863354036
26.32298136645965,37.41614906832298
24.3726708074534,37.478260869565204
24.037267080745362,36.00000000000003
24.52173913043478,35.42857142857143
17.167701863354033,36.68322981366457
20.54658385093169,32.968944099378916
15.962732919254652,34.69565217391306
8.173913043478255,36.45962732919252
10.04968944099376,31.962732919254645
8.88198757763976,33.95031055900621
6.546583850931675,34.24844720496898
5.6149068322981055,33.44099378881986
2.285714285714291,33.478260869565226
3.391304347826085,30.944099378882008
0.39751552795030953,30.06211180124223
2.322981366459609,33.11801242236025
1.1180124223602483,32.78260869565217
0.5093167701863299,31.85093167701862
0.9813664596273419,28.13664596273293
0.0,26.844720496894393
0.0,30.795031055900644
0.8074534161490732,27.91304347826089
0.9813664596273419,28.993788819875753
0.0,26.757763975155303
0.0,25.304347826086993
0.8074534161490732,20.74534161490684
0.8074534161490732,24.29813664596272
0.0,20.310559006211214
0.0,19.639751552795026
0.0,20.111801242236016
0.0,16.23602484472051
0.0,14.149068322981373
0.0,11.689440993788791
0.0,9.75155279503106
0.0,6.347826086956543
0.8074534161490732,8.422360248447202
0.0,6.74534161490683
1.1180124223602483,5.118012422360252
0.19875776397515477,5.229813664596272
0.0,4.397515527950291
0.0,3.850931677018621
0.0,3.3416149068322687
0.0,0.9937888198757738
