new_method_p_layer_circuit_192,new_method_censored_circuit_192
63.22251955640752,62.22014492062512
64.40017788859765,64.22644198592158
62.91062921046739,59.635236941112055
62.17287217401139,61.94362304296868
62.52803122953286,62.80895663738711
60.73372274662184,63.49665924128377
59.84513441272878,63.32731654502078
60.82592249754441,62.14805838779819
60.94498540100723,62.060527753422114
61.07197693216703,61.41692367798913
60.904544051754364,60.902175989599485
60.67888010658402,60.47552139492027
59.19614759574358,60.68335395512868
60.05808701348425,60.627344841329375
59.509948112058645,59.30755066615624
55.367988965816224,59.38949332859276
57.01490650651901,57.66039432969685
54.70836906774874,58.66575548306069
51.54507423447543,57.508539483420314
53.43522672077702,55.115366119262134
53.7043451922782,56.38612633271164
51.28597923296402,55.76162641223046
50.23051293013788,56.252628231252956
50.137383142020354,56.434475141055444
48.49834772947319,57.064223994282415
48.75174418115187,55.6956206793022
47.37777944721317,54.40029900052723
47.40416599376998,52.87927318989996
47.033474186476546,51.78336069919834
45.13835740745127,51.01235386214365
43.896487256851344,52.72608424937111
44.40671132422577,50.68871440284143
43.074660451321975,49.05786361248395
43.929287555172,48.482022477968115
43.52618938510502,46.01741662021788
43.65368574600668,46.0934916524461
42.513774795888494,45.15486420205268
43.660049568203846,43.633291542492074
41.525567131189106,43.97799231466909
42.97612889121293,41.44442137171572
41.15625218161108,41.98542821314284
41.02571632827316,40.64448259289563
40.75135113359762,39.80810965629874
39.9465415241051,39.67397700850513
40.859443195917535,37.58202969167649
40.621072592716146,37.99369263899111
39.204511680561566,36.92024196835373
39.059006786447526,35.44873843277475
38.82552460241068,36.70764035334971
38.14554363565169,37.37541410217836
38.376563513593695,36.27285704668961
37.2702522581451,33.5048932115139
37.942495740275,34.881925109594974
36.446505203728364,33.99260364142139
37.90093768724047,32.8749092227148
36.02441085149813,33.61659190468
34.907706666101646,30.406120662885552
34.44790422903846,30.943667419615764
34.533807614159144,30.866321563151995
34.71414803573466,30.989217956313553
34.57826993551119,30.257046054698822
34.3067027448521,29.451453726941754
33.93742922755628,28.768465215639402
32.95570480239825,28.919620652393604
