new_method_p_layer_circuit_384,new_method_censored_circuit_384
59.97372904176723,60.072031504765846
60.24000193694944,59.098852571633344
60.24307117482444,60.995793881234
57.48279427617179,58.38581893085338
58.10858504995357,58.58384251061212
57.823612582909576,58.15606694488523
58.96765355726503,57.4076281736958
58.47525081427066,57.02189531325026
58.72345093186319,59.3555202633965
57.28148595971728,56.14888220675296
56.712187537389944,59.52230814751739
55.34331996734369,59.285186850891726
55.39535353814263,55.90474501796916
56.634471701530025,54.83345790275355
55.544054640762184,57.17892820315518
55.34372031243297,55.13455730025389
53.60271616403249,54.95714898488559
52.520588155167715,56.02509842945709
55.724998310798945,56.03656940149783
52.37978062908288,56.386509533972934
52.09865621926364,55.49756004587914
50.858178588116765,56.1439623692061
51.06095934937815,54.75186062522192
51.032099626618376,55.162826211207154
50.204236040858184,53.97371707495834
49.13874277543531,53.89574646805579
49.43174378136909,51.23898716389051
48.51719531576456,52.36637689603123
47.27418904537996,53.02162222512985
44.84257804058817,53.04392335710996
44.73521472488036,51.460796340522236
43.80708509705282,51.73173195722408
42.516298403778066,50.574589204396986
41.59638901862926,50.53374318570267
40.82993732839576,49.43972135443871
39.78421154215103,49.11418158145044
39.9136676439354,48.032790201128435
38.26327976150121,47.27115565932327
38.036114398616064,47.618067803762656
37.43788109390043,46.2880707495997
36.897626192596064,47.35084882009181
37.24091411880148,46.251108554247395
36.18957722870512,46.36577057288524
35.957770748006354,44.78837454492846
36.10386271211663,42.762291463820794
35.304491607553366,43.79215809940946
35.538537819615996,43.31907446171978
34.30354878723859,42.56053557091855
34.60540523871138,41.80848744978551
33.31797553491613,42.37411519525142
34.274588049760865,42.169611787075155
34.49925370577098,42.23681586017163
33.303789176081025,41.13263377441358
33.39226847544792,40.94177040388448
33.56951846278196,39.16359585568446
32.64206082768392,40.70793237654489
32.241295569530436,39.827762036043524
33.05869098449735,39.00738750842437
33.53196764765178,38.1577063230296
31.639696304655793,38.815902423293174
30.91622925294601,38.56069116181551
31.168541585070113,38.464020881510535
30.673109766797193,37.736096059009256
30.174853641916997,36.88916548722889
30.9956918971489,36.69753968265657
30.5469996668706,35.047882252965394
28.37158927471076,35.03916972466027
29.14138740658175,34.20212928607186
29.368780897728108,34.35826515417942
28.59338495225733,33.870537271983196
28.705158990549627,32.92686056841186
28.99986074587418,33.10546282484206
27.839530953536872,32.4026289241008
27.940064728662122,31.955792299508325
27.284711012028744,31.300371481782076
26.338389368816905,29.851709827776904
26.52213210329859,30.75316936776244
26.295590676302943,29.27430365566289
26.505306289181448,28.707169235700427
25.982283914994895,27.59372528159876
26.47081477705779,28.375261535461483
25.17977213061454,27.17083867776579
23.807340997783296,27.333969960691302
24.568606909047308,25.84459358443714
22.60269152432099,25.647520631911753
23.047774918825322,25.929793073155444
22.75374180158222,23.666326413044708
22.611384740666477,24.130423235807513
22.859983934451524,23.997290850625745
22.036278001220754,22.83773517910059
21.952964913446557,22.812880498181126
21.85217994755743,22.375738319234102
21.397361503654725,21.31012898004372
21.92063731283354,21.676297299043263
21.337652319144418,21.25711021655795
20.854241486870954,21.404220008076997
21.119192305851186,19.96149796794153
20.595260887792655,20.14030629135204
19.933114928670648,19.63662087576187
20.209952052429585,19.196882749840146
20.34894465013732,18.6491933773972
19.055421831666614,19.211733726718954
18.94117237579097,18.378558262054558
19.43099132135698,18.008316911060568
18.62032536050197,17.705967511031766
17.557640132308386,18.010855553093144
16.944343955819214,17.287055080722013
16.665855390066334,17.50064435249945
16.40638888589585,16.85902746957448
15.741645951531478,17.347278413992107
15.30316087148184,17.2948058969133
15.044558706164675,16.906413917225006
14.534654100564833,15.782328205463651
14.460588864942034,15.868918331035866
13.98815609520101,15.70948223418469
13.654913296362116,15.520612528519521
13.677445305034862,15.511176514369932
13.719122770552039,15.13279112557441
13.324202969795753,14.786202808900578
13.204158049366688,14.441879848230666
12.754056253282853,14.066014025050311
13.13811181907619,14.061366194921089
12.641323187259959,13.658053099885677
12.951242962992271,13.249524580666407
12.576225513501747,13.548825169104438
12.302849095688925,13.551338887882869
12.8688652969598,13.727776373190816
12.334976571572009,13.346323594129307
12.553443938916107,13.288417638574149
12.152234115103168,13.327073651134913
11.465649383437166,13.240794865318776
11.874926168021345,13.210720552242723
11.204758842203816,13.046367004659526
11.216222668139135,13.35389641335136
11.407125108641242,13.306298741851588
11.229316009765686,12.953159060341324
11.1176929959463,13.006228463166115
10.504621408206582,13.15001758323963
10.589983248088394,13.315395647202916
10.54479228588136,12.858226506240698
9.845501800229863,12.909555627304016
10.10363302561534,12.957093547530661
10.092414138597405,13.048708421436809
