Notations cycliques des matrices de transition simples
Matrice de transition simple 1,"(4,5)"
Matrice de transition simple 2,"(4,6)"
Matrice de transition simple 3,"(4,7)"
Matrice de transition simple 4,"(4,8)"
Matrice de transition simple 5,"(3,5)"
Matrice de transition simple 6,"(4,6)"
Matrice de transition simple 7,"(4,7)"
Matrice de transition simple 8,"(4,8)"
Matrice de transition simple 9,"(3,7)"
Matrice de transition simple 10,"(4,8)"
Matrice de transition simple 11,"(4,6)"
Matrice de transition simple 12,"(3,6)"
Matrice de transition simple 13,"(4,8)"
Matrice de transition simple 14,"(3,8)"
Matrice de transition simple 15,"(2,5)"
Matrice de transition simple 16,"(3,7)"
Matrice de transition simple 17,"(4,6)"
Matrice de transition simple 18,"(4,8)"
Matrice de transition simple 19,"(4,7)"
Matrice de transition simple 20,"(3,8)"
Matrice de transition simple 21,"(4,7)"
Matrice de transition simple 22,"(4,6)"
Matrice de transition simple 23,"(3,6)"
Matrice de transition simple 24,"(4,7)"
Matrice de transition simple 25,"(2,8)"
Matrice de transition simple 26,"(4,6)"
Matrice de transition simple 27,"(3,7)"
Matrice de transition simple 28,"(3,6)"
Matrice de transition simple 29,"(4,6)"
Matrice de transition simple 30,"(3,7)"
Matrice de transition simple 31,"(2,6)"
Matrice de transition simple 32,"(4,7)"
Matrice de transition simple 33,"(3,7)"
Matrice de transition simple 34,"(2,7)"
Matrice de transition simple 35,"(1,5)"
Matrice de transition simple 36,"(4,8)"
Matrice de transition simple 37,"(3,6)"
Matrice de transition simple 38,"(2,7)"
Matrice de transition simple 39,"(2,6)"
Matrice de transition simple 40,"(2,8)"
Matrice de transition simple 41,"(3,6)"
Matrice de transition simple 42,"(2,7)"
Matrice de transition simple 43,"(2,8)"
Matrice de transition simple 44,"(3,7)"
Matrice de transition simple 45,"(2,8)"
Matrice de transition simple 46,"(4,6)"
Matrice de transition simple 47,"(3,7)"
Matrice de transition simple 48,"(2,8)"
Matrice de transition simple 49,"(2,7)"
Matrice de transition simple 50,"(3,7)"
Matrice de transition simple 51,"(2,8)"
Matrice de transition simple 52,"(4,7)"
Matrice de transition simple 53,"(3,8)"
Matrice de transition simple 54,"(2,8)"
Matrice de transition simple 55,"(1,6)"
Matrice de transition simple 56,"(3,7)"
Matrice de transition simple 57,"(2,8)"
Matrice de transition simple 58,"(2,7)"
Matrice de transition simple 59,"(4,7)"
Matrice de transition simple 60,"(2,8)"
Matrice de transition simple 61,"(4,8)"
Matrice de transition simple 62,"(3,8)"
Matrice de transition simple 63,"(4,7)"
Matrice de transition simple 64,"(2,7)"
Matrice de transition simple 65,"(1,8)"
Matrice de transition simple 66,"(2,7)"
Matrice de transition simple 67,"(3,7)"
Matrice de transition simple 68,"(4,7)"
Matrice de transition simple 69,"(1,7)"
